"BehaviorSpace results (NetLogo 5.1.0)"
"Denny_mort_3.7.nlogo"
"Experiment_1"
"10/05/2015 07:12:09:589 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","99","0","99"
"[run number]","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124","125","126","127","128","129","130","131","132"
,"34.924647295989566","33.67149866382458","43.12204409811838","36.09904088811414","36.71438639344395","29.56238309056907","34.65641489505811","34.74516631885873","35.166914637832576","31.614412431011363","30.93695515556293","38.568554831687045","36.168262253677476","40.328773943540256","33.77306825200295","33.823282953127176","34.11725964197334","32.00123819410184","35.07906453917475","37.46055913585167","32.9699423838911","34.071962521645695","33.92041678031989","27.192395637263253","39.56952097222865","38.04596766852826","35.86851152157076","32.248804381916386","30.548015919056127","35.52656110961982","36.57530950847511","34.833079815616735","28.1044296313622","33.14330227649813","36.266612537094524","37.79421095433619","30.619951261420685","33.4734356963745","33.01229343274697","35.70737725716948","32.8382598010953","37.48731903992224","33.90589563431043","27.86140966131579","34.438369951194936","32.91242644880086","36.437965654625465","38.107111662778806","36.40616565204083","35.565264210889325","38.742258427537045","35.68904702722476","38.00884287196116","30.887027733729298","28.301571114228658","29.85394423684964","31.37906318972054","35.217829400540104","31.634766500084034","33.01197769297657","33.907830462531884","35.60815931031252","33.08384779329517","36.08293476147928","35.38051220649839","31.861172169537888","41.587395071168345","41.46981540908784","42.74520411606673","34.82832257279183","33.04825338088515","34.75243907716964","36.386393757670135","35.434656355276786","35.03303258665296","33.935232493918974","35.894218749641475","38.51503380706619","37.33443889590362","38.147183976686144","39.04666815358699","35.676173978197","36.21737623018995","35.67865993789116","37.66561424491293","36.69225386958558","34.471189389494356","42.15800524532232","37.6492037807029","28.917754017497348","30.098878793041163","37.83735923321266","39.49541510354658","35.396704816643606","33.708236791395116","33.75670532760582","36.44878937714933","28.68717245984113","36.95638567940682","44.05869325340086","37.30409265946242","37.30067792690124","42.11486412874058","40.31698526592165","35.28160085449756","37.71130676769292","37.14549579583749","35.76727460161712","40.96232423973826","36.29558724080032","34.87261468842132","35.499915107386165","36.55466519780469","39.23425674814161","33.340976126009124","33.46202645134133","34.73328033937306","34.08190915843109","39.14950915453473","34.277999693601195","37.850514009673596","37.4772994518228","36.40783944559052","30.00207702857421","38.6165733171412","37.072267005018524","42.71396037123777","37.153909764040876","34.26595312307501","38.69456048105276","31.322866780504306","32.32088443347888"
,"34.5846991529259","34.230579908992404","43.627495190323266","34.48746504420493","37.12575571463988","29.949846558703104","35.08817945849947","34.678652775447276","35.71544983221565","31.558739571456346","29.616163871269716","37.61903540829033","35.93606568478825","40.74957660995931","33.970762937835495","34.20158690346991","33.90040061998969","32.22136684358191","35.48789893262236","35.27262420975535","32.94085053906684","34.09689210193337","33.612798453322455","27.239713470440744","39.018402594169345","38.47266879695128","35.62980661560958","32.229244917828275","30.811852808456727","35.924338451912135","35.21767007907974","34.02460542785574","28.333211887727185","34.007100062457035","36.01558807995683","38.85811386327802","31.201246748790478","33.84181561029905","33.51777714363265","35.36130597363248","33.29203214368732","37.260560332762545","34.094965845208776","28.277125292875258","34.05722161246923","33.2024085025095","36.44757532397924","38.526601617743275","34.836957527487854","34.7698385612908","38.443109138323095","35.04637168941571","36.98242807852681","29.91046785363078","28.339002122611163","28.9348678568988","30.14241854450583","34.006839830098315","31.611179140186692","33.308368472046574","34.26440737680593","35.92656587482685","32.93915913504545","35.78898378922849","35.093485297368666","31.539817152672125","41.276187196134565","41.430662520387145","41.96529847949629","35.513389823594984","33.84441738021906","33.29664969815838","36.260469728080636","35.28839538051775","35.639970316160806","34.21199578542964","35.72426761322674","38.20098291265632","37.12470805680768","38.43634531341439","38.704198077383","36.08954482037062","35.271730969869274","35.952277907802205","37.810800731334474","36.909491631754584","33.74250035479756","42.48685387325736","37.919196569423704","27.20379829831158","30.35714852724417","38.093336601298155","39.54438199034852","35.28039782491396","33.934933462029576","33.30038653484943","36.2719416198747","28.92342151846396","35.22563697989977","45.01073898662692","40.52101787376747","39.35442166701421","42.642221435620364","39.867115936411395","36.47201354550625","37.06670843908812","37.252332813135226","36.25896464275172","38.33379792840579","36.56061862843208","34.861262611248385","36.001277498310635","36.14368690988693","38.743745184859506","33.73502049289842","31.99027240288138","35.20027452249935","34.00837505237065","38.23677740040576","34.2399291294375","37.69905462917746","37.59666803078321","36.55694347600236","30.142132006151435","38.20524216481774","36.99219285951062","42.74126425726318","37.283374294928066","34.54637177150851","39.071176945443845","31.7451229723429","32.490698824294654"
,"35.07336249456174","34.209329277863446","44.620936326032606","32.97414771467463","38.282338774632116","28.42353340921505","34.464006473170116","35.109369839113015","36.310434622421255","31.102622710726617","29.057328995116986","37.273226692727235","34.485170441315454","40.587752733805","34.42630443896197","34.321003330351644","34.39637537929162","32.57771112558077","35.55169482170232","33.886547006628994","32.95468019629991","34.08973405622572","33.46847691187004","27.48661842252914","38.65701155456205","38.8379214226626","35.53095746062083","32.59563069901804","30.396528327177748","33.58270878463192","35.59366374711536","33.905321852124466","28.082068459336178","35.518257831481904","37.88170856436026","39.463547517376774","31.75894754595615","34.200272014133574","32.56792777174946","35.87068718355309","32.33180330035985","36.587085918664314","34.61375679857172","28.827885863881367","34.589890501033466","33.5479089435863","35.8142144947781","38.450932901828104","35.0112369117173","33.56823099598858","38.89213988525265","35.242507322360325","37.5324664819541","28.93422933440737","26.95074104019567","29.30816648134669","30.5321264766265","33.86460611738712","32.14790737817965","32.46503105218067","33.72583900312554","35.29886111241452","32.660293716400304","34.53640509357343","35.04032778434713","31.50141678824552","42.56914391222976","42.23449514616781","42.940745595468805","36.21332814891202","33.89861521188962","33.042383113974836","35.808280064777776","35.68331598138528","36.01753457903813","34.46514146327776","36.08544769982319","38.485976510977814","36.94897388478293","38.152277833228545","39.27155721524369","36.35551541027429","35.49530502739749","35.816027295858845","38.19414375170647","36.94280872458864","33.4754629397623","41.49408232830395","37.69142173463464","27.51457633192781","30.518497497254426","38.275012170148784","39.48936612535984","35.56174340263974","34.00425705303421","32.59039245522296","36.32378433623922","27.975716425075237","35.52399220158941","45.93647652494633","42.18299661230831","41.37559737972026","43.44909109159488","40.65654722670848","36.26150730611939","37.46460550915862","35.88812954403721","36.737452227603505","37.29551256128867","36.55646677817637","35.11276964282042","36.54275523969407","36.213689898643906","38.69609253144252","34.09314447607562","32.30069548939965","34.86096783941527","34.48200316489608","38.43736707721568","34.619424370046865","37.75170806527541","37.34319827477505","36.85283025690151","29.474151685888934","38.14611874843848","37.22701534602825","42.70457869755445","37.62446541728992","33.453346345030305","39.03441244124024","32.14233328563502","32.236446703080716"
,"35.423857438525694","35.70586578415672","45.075081453999616","32.80964347477726","38.26223877978525","28.753875701045","34.9492271008017","35.051044830381784","35.98219219751736","30.528780519491974","29.428064209610245","37.75610948625087","33.75567896367223","40.83706602489953","34.525575125425966","34.18096675101176","33.9003865594499","30.827044342562957","34.24478290140242","33.077132023886","33.52479648969339","33.87259359294907","32.912169924079535","26.592398010577455","38.213722878066854","39.21127654678407","35.88769170235236","32.487601467929935","30.606057309771803","33.73055431165999","35.48333407932318","33.17097750607866","28.163124449341215","36.22925884647333","40.08834281021566","40.01721156983341","32.037991817236204","34.32255797217972","31.360482027253912","36.33296843826631","32.395766381218635","36.61116578002235","34.71010747753969","28.46362060025269","34.890994647971084","33.406983650679024","35.42979268999987","37.42482494176759","34.21233347014842","33.62190044284113","38.13913858713154","35.476010526019095","37.4649283574221","28.74769258029899","25.811960130150155","29.73633414711247","30.446080098035615","34.054890010784085","31.97119582330502","31.305379046782473","33.488377904873026","35.533471557961455","31.155990087487158","34.000643258045024","35.04832627132492","31.74110601317547","42.749113241156415","42.16398796531683","43.87913984678433","35.77957335246523","31.884444256068466","32.95585747229166","35.7723893613663","35.885005751515244","36.58857522224672","34.81476277180527","35.55290338248292","38.363865823802996","35.20930012071222","37.88632646930658","38.89286136504653","36.72393630698428","35.78211672654085","35.11070214201327","38.612176428006244","36.32344853803587","33.764351094117536","41.944914074716","36.83278996908716","27.502013915569044","30.055842486936218","36.31097767415528","39.290142256651734","35.65463162413151","34.10210410579654","32.80324901546387","36.71414169102736","28.29775570678319","35.8798450356234","46.95039337389612","43.353749337221664","42.250240048812714","43.61635022437143","41.43708472856062","37.05616477192016","37.43967607317028","35.425951263316776","37.28948724858492","37.42846123546988","36.84350818537217","34.905960219384085","37.06246521767352","35.85853852120371","37.20290025616006","34.34290372357267","32.67335959935868","35.20532976231095","34.93265942680107","37.984905579567254","34.40351774758888","38.024743537785056","36.03571773085915","37.07271904460733","29.63379960586458","38.4309501385497","36.280717537141605","43.06395118992563","36.216882235867146","33.27183338198823","39.45745476111078","32.665799082457546","32.44415728367575"
,"36.925859867827185","36.63258700015014","46.23532423386007","32.87129301828836","38.98542340932409","29.538823963147713","34.858473286300075","34.155082200537045","36.6309362205965","30.788555668061665","29.2138823057362","37.66184109180005","33.96927967230628","41.24771519717177","34.85376634882611","34.54574273383884","34.13965815628441","31.017150188142327","33.951222741321686","31.498213866008726","31.51768746912657","34.29735100097027","33.13813633177404","26.893559998057384","38.55396268841002","39.048114602365324","36.26213590096556","32.20010473440445","29.621053512695937","33.6338165209956","35.75844636317947","33.48566229010627","26.798085685427825","38.266899665967976","40.91647373969115","40.642578261898365","32.07762899272636","33.277832268850986","31.880803069427714","36.76686949354683","31.04886673161402","36.80577705823176","34.28682806544104","27.6374802112714","34.86924367584391","33.889222363745866","35.71946024599228","36.07772159280747","34.472684747404664","31.55968855310743","36.70893434255361","35.54370542129179","37.90445780814545","29.131320463829887","26.14085939137445","30.105671135888475","30.18328633407204","34.38032114471513","31.767662515585393","31.487237227746213","33.31880258015339","35.670019397582934","29.378846689420076","33.614116542761536","35.125668158574754","32.126722247037904","43.31596348317144","42.504625332928924","44.44907703505744","37.08630475762192","32.77517009337917","33.29175738542736","35.86943063004149","36.33163699201337","37.32519459644249","34.87024870376884","35.92624918805047","38.32852919228855","35.20226268903659","38.431819886454775","38.06790379040214","36.761819774015144","35.74545481673516","34.563028368892816","39.08940621005698","36.42482155863724","33.91297379073854","42.357781515388254","37.151242855301504","27.792771039218337","30.390779236822347","36.63063395319941","38.87581559333481","35.510832095496376","34.380327504419355","32.93818070754827","37.14944618702409","28.751891312881924","35.180602112403484","47.22948766200177","44.89490306943026","44.44482629928529","44.356381624555496","41.62484362307088","37.71182251667586","37.94370147057356","35.823736883329246","37.63204184767299","37.239473515771245","35.92591599830052","35.11839974850293","37.64155862074282","36.147925563397074","36.95009396834025","34.56811347044834","32.76349460264146","34.6607473624784","35.393106373774984","37.509571723961116","34.79838560035744","38.037853922120966","35.52401907746262","37.31513117084205","30.013065083958715","38.183681048938915","36.64716957651088","42.430871162816004","36.55305157244799","33.64947088081648","39.89182421355489","33.061902875466934","32.6606406377627"
,"38.64848965276228","37.624420227534245","47.26034658486001","33.45957247153212","39.59377612281688","30.292170603748602","35.50035290331079","34.366930906662006","36.523857081203104","29.844350621834085","29.551131641399877","37.93211991487929","34.312036604815106","41.38744399945355","35.26575116349549","34.457108818210685","34.08574978310725","30.53508620009758","34.21398585052804","31.297449178919962","31.737205835384827","34.31646390359755","32.78918283722566","26.12901783608228","38.45735485120367","39.27814616869908","36.66526656279463","32.601864937513525","29.663884914861057","34.03954454345854","35.34960324745559","33.96869237923973","26.656917205259415","38.18572895517382","41.32301155662462","41.425168549555984","32.03945736545433","33.754054492661","33.05200255421293","36.65180381836131","29.972380301417612","37.31961850208083","33.26056089656446","28.02790922470057","34.60039933648977","33.026409918145795","36.144785004454405","35.57247615504982","33.88415980929911","31.86709814404653","37.05758050710676","36.066514433596616","38.11687093167917","28.82937687753685","26.539375623310544","28.316737904396433","30.53782348976187","34.77033129126868","31.49392816766809","31.548851322691366","33.45058734212565","34.888020302721465","29.301951768439935","33.45660606866901","34.92854789857472","31.59781969778798","44.26927818685477","44.379942928874385","45.39395437136471","36.79853942132332","33.665659195433186","33.26775370501092","35.029016958965144","36.91081447233763","37.18944685680497","34.32459144118887","35.90898352097084","38.809989741881544","33.379634912845596","37.25498432814478","38.45083717078026","36.38774434020772","34.978469048545534","33.72056310039631","39.37470532576078","36.682977209370776","34.275175104061475","41.333110235090494","36.95342692054142","27.620663939370143","30.625362616724203","35.56581656522065","38.362323479081894","35.725054327799306","34.63131694052816","31.091377336426394","37.3489941209418","28.591092623701293","35.50599541561482","48.277045582368146","46.540673679256315","46.68543116522276","44.634157034009455","42.32123500991546","37.8896052978828","38.413295655817194","36.16543927550529","38.158891778337406","37.04812076700394","35.328346010264575","35.03757951782459","38.150302712486415","36.370072931471576","35.609133177244374","35.03567199788412","33.213339566267734","34.4790085674707","35.43753089961179","37.03577253966397","35.176074140685564","38.435192341918764","35.367922694497295","37.12999751920889","30.28260127105925","37.585247843181875","36.80941733143573","41.71943138166437","36.7345497416906","34.055613814078484","40.08143652703477","33.54013081507268","32.49750475349225"
,"39.91201435244961","39.01043094496076","47.4723395458716","34.08916933379076","40.395727829624846","30.614193497919214","35.97851827221447","34.39017154666095","37.14720043479671","29.870212948167783","29.521986364423938","37.92312822094176","34.72828003655908","40.85040614944638","34.70728632484862","33.05257025308662","34.47726980044976","30.71183147316357","34.51642311984923","29.72196068108476","30.342139446704074","34.12085215055406","30.79473122088802","25.55913687514412","38.75462768711371","39.56595251265673","36.54040894625453","32.633157528007445","29.677935051548275","33.84386270456871","34.8593290433321","33.663236449708776","26.482638008894103","40.015181147891695","43.1857131259899","41.305170166008416","31.290139222172943","34.44749473355858","33.832531505763384","36.665538938817484","29.78302738554285","37.698534550934504","33.2396267872206","28.549724007324972","32.843144720981186","33.508227205032846","36.22255197072213","34.566015352395866","34.27470518236983","31.82359048381178","36.380467078854295","36.40412348393298","38.5091572047881","28.67755980029421","26.533782720605334","28.407609815723635","30.46076419260386","34.78620473168531","30.72876616808935","31.513001561225405","31.595564111917145","33.856183848436615","28.925165812588016","33.317265472803875","34.802864249521605","31.33463920167081","45.41479223912506","43.93644185904601","45.84433222711203","37.26137527427993","34.20804826756668","33.373475830814456","35.23415471949097","37.45549227215755","37.7777651807462","34.21448696061096","35.95569693193852","38.98305798835172","33.83001421606605","37.17926446808929","36.714945885880276","36.35980586976656","35.30093631005184","34.11177678936279","38.31608297529299","36.663234373224945","34.32514443358521","41.38312929665091","35.84249983933618","27.744510940791617","30.880355674284402","35.3879340502383","37.70589992994325","34.57355857730783","34.954613786945636","31.422811992543597","37.206116066173","29.071358504678614","35.785036040552754","48.96669166878149","47.63383878417172","48.72605106889249","44.8960019997475","43.00593800612348","38.64242594561425","37.917781699904026","35.37494462718919","37.03916390652681","36.91672381247199","35.66200823111951","34.622729248696494","38.663406988275845","35.175442045570975","35.5723216905675","35.37047348181281","32.24684122339199","34.6630562574418","34.85229644843166","36.9694682169893","35.54621868132029","35.31469016492598","35.26627131714269","37.31878376386946","30.660449107304288","37.994086500899925","35.186406588599226","41.731525908619616","36.027890185962484","34.5144642759417","39.99959747987952","33.87518537450612","32.71498525738973"
,"41.15595194446825","40.17943004618146","45.87738120361561","34.59440359194642","41.46371635525836","30.952027735969423","36.31498065532528","34.376858517342285","37.81619574880866","29.24649769129471","29.148425402078306","38.312199450418966","33.3075689778535","40.908038534297994","35.0370714068599","32.898180416453755","34.23666012006363","31.185732800981317","34.182234102329694","30.193303905580695","30.372808520496005","34.507280431331324","30.95044097533158","25.656169907733798","38.303906238185576","39.99986679523359","36.57531413209071","32.99503116688613","29.903409456654963","32.8264057372673","34.05723958440594","34.08004320006868","25.448816763354777","41.713501274908964","45.12191320479059","42.81339255383387","32.36658044718379","34.9996085586157","33.94753612790831","37.13459063050109","29.954134525233442","37.985498820797005","33.4769549692909","28.565452609985993","32.69208423200916","33.51828222485806","36.51862689294397","33.79367957576911","33.98751176716882","31.11438268261013","36.14641242500093","34.997917020067874","37.308310306458004","28.140435240162784","26.097920660590344","28.75996463510587","30.12858422663307","35.07901656954923","30.51285835741303","26.666397707538255","31.955137760390052","32.95077199106212","29.08728262288932","31.220630282649573","35.269040241761466","31.182462241670194","46.33890549593521","45.232501371150136","46.78505209342858","38.15540126120719","35.0152433286061","33.774386685215795","35.450371701642275","36.87120980524376","37.367942742896524","33.03686919446639","35.96642227743659","39.54036261752708","33.47866659991425","37.65377472496135","36.99452326301868","36.749870612575336","35.04360555853003","33.53554945692247","37.53923171888142","37.17497830821005","33.920984154539866","40.27569802159759","35.5614845569402","28.034222326859123","30.402848573819842","35.36219637107553","37.55333527080065","33.6568369703757","35.18391995133935","31.01062308291723","36.42396168980028","29.26691910143976","36.07870328946052","49.83849187192273","49.53135749119818","49.31840453782328","42.37945693621948","43.146990295373435","39.24156265659559","37.78665558961328","35.17389086350679","37.76954313489803","36.14744790982735","36.00566282756002","35.015088868998134","38.48494970844485","34.517397679586","35.5759499932639","34.19992567229073","31.312648006018872","34.24136394445559","34.63787520593502","37.15015147239751","35.62547038185651","35.586082360486024","35.54206350613226","37.07332087013678","30.799409542957502","37.70790830516385","33.172673942643755","41.261684671244076","34.5292053574743","34.96678695143221","40.42517070931135","33.256881863269456","32.60826442023981"
,"42.44066974858679","41.54768862366943","44.1455288478305","35.22331620187512","42.11383816694407","31.48472551703071","36.29866729030008","34.85420571466568","37.51048714644339","28.853667144642337","29.049375056639526","38.46024180518977","32.88121598300049","40.523979157249514","35.1689979562202","32.86706936234005","33.229652592447216","29.66598970037609","34.0072130061228","29.923267783576296","29.91733640234291","34.2928812150634","29.882592320861637","25.520463639622765","38.44865056908583","40.2975892101597","36.14004186791395","31.826059653937858","29.201358386235817","31.801663413412722","33.3780233090283","32.63645739418265","25.13452522920375","42.562064947871086","47.00296375520884","44.373329556308704","32.91170743269358","35.102446797081434","34.05107061767978","36.07597506490127","28.434364390539233","38.50827824463426","33.03543893873951","28.945050422217733","32.176967177002695","33.533381594213665","35.9696095524692","33.90205420196286","33.73625865697627","31.404815378032787","35.250084535492846","34.902985015819965","37.235318479123684","28.32096253047111","25.11521365303417","29.008448172312672","30.51543754669712","35.02134298542833","30.08334057030258","27.001386299866827","28.551294369829595","33.033584269703816","29.380123135813395","31.229399612104057","33.5111717571291","31.579806933981093","47.695027028328106","46.541429614046024","47.96925230052951","38.99173643879016","36.08758483747957","34.561652536138354","35.373065273029006","37.09300115836476","37.939054596150044","33.35602398508543","36.338507440079745","38.7050385314592","33.8727376546809","37.44326397590481","37.117143991913885","36.82206467173995","35.075206329074184","33.061108972640554","36.92580416812266","37.0995267556107","32.675307036416555","40.485508136205596","36.00021228058299","28.232256179744464","28.80600805699815","35.71482416819553","37.94685399438606","33.88506595048217","34.81188796604226","31.147614620677246","36.00421095854232","29.23448277536764","34.723176539982155","49.35902784667762","51.29904843345541","51.23736266029412","42.794630112255696","43.98001506037921","40.051538684983555","38.14196670783296","35.7522923333019","37.73779567079621","36.300345242399445","36.246011504254746","34.980689824026044","38.972031254585325","33.58202889940576","35.88122241573422","34.3735753091777","31.636899887520286","34.07067631584979","34.887060757840665","37.198918929732315","36.04743380649036","35.149193009864334","35.79772094079319","36.02251026946359","30.509187703435433","38.16892106154336","33.540095057213065","41.688543106807785","35.0167918041396","34.500265445890975","40.82878591220003","33.84035500119551","32.69172576579568"
,"42.79710348228684","42.88189778981172","44.98733217239529","35.04363902271731","41.655218014717754","32.25121043926195","35.976075208154825","34.432029977414466","37.95028077459406","28.38094459806131","28.132869499013886","38.312467634442","33.18510435996158","40.588742220071126","35.54831555939931","32.050334731086","33.70874596407163","29.667165790296107","33.01379553788406","30.204703114261225","30.1836470240043","33.88763678471801","29.15121375987963","25.564139535988172","38.481272445553536","40.41648297246005","36.55416478382821","32.19785474535243","29.39820788681406","31.745487030013205","33.75293192124278","31.919286659239393","24.859324435373104","42.667103016338075","48.103261542359206","44.23955513683106","33.29840245417635","35.2435163713537","33.807040217988636","36.51470264107875","28.370768179491705","38.904275753553925","33.56606404698745","28.53051039477654","31.886819814743728","33.271173929288516","35.01270819439735","32.75657500395674","32.8441285698163","31.698610974444108","34.61141348055886","35.23960556726693","36.932676731775445","27.886153819921663","25.54045137040235","29.26953349837415","30.930390788005663","35.071073845767515","29.686968161876003","27.207464488755775","28.865536647812206","30.817231040812064","29.260663659590115","30.228880114264673","33.12258154242512","31.825593397236403","48.93032849308239","47.98672922588075","48.198672197478814","40.23526377354356","36.956881925127824","35.03040772227977","35.789826265677476","37.187700345219596","38.579451757654624","33.12889937452053","36.687550282935916","38.270108010124005","32.69630902157878","37.65677523233629","36.28672720977065","37.23580586817468","35.34171361095637","32.242349145560596","35.79916667994515","37.456715786582954","32.65905782407866","40.87029925593488","36.18091669252403","26.05381565468779","28.985647795721817","35.200938594179284","38.07053946652983","33.532394970267426","35.028916177253365","30.921801225265632","36.49179639248119","29.48432865134221","34.21372591700344","50.52545656545271","53.33428468216126","53.51840985999289","43.49851138380212","44.81119758085621","39.55166394794305","38.66815967633268","35.88592220697426","38.26118087401552","36.616962806693095","36.454052228998165","35.498991380417905","39.5225223223515","32.531540591543624","35.52482224615846","34.812127864406754","31.937018192041034","33.47779385787871","35.29973693615839","37.507323216701685","36.432199335495746","35.570393296959416","36.252751196611534","36.4595320640876","30.83539973883182","38.30697988903957","31.278859766403656","41.958432724690894","34.36053803604414","34.33170770452741","40.497270550961616","33.725497765469015","33.00225223340471"
,"44.390308775676324","44.76843331904509","45.16829272446695","34.790783724592465","42.46955614547662","32.395423137908075","35.57696611656563","34.74837152966746","38.477363223465986","28.77003580980099","28.49069607561944","38.61793513411738","33.46836125136995","40.04673537425125","35.91456752968306","32.26326035488737","34.167784870568106","29.7113358189401","33.36725487848681","30.33490472395348","28.98884785557709","34.24830617537717","29.30824945614326","25.129337768058907","38.50807096907675","40.223894188212974","35.97856416528956","32.44675367596723","26.749394881227122","31.607674701641358","32.64162155785409","31.97204698437547","24.869509422023814","44.46406751176653","50.08804753261291","44.29248150878866","33.69493699051779","34.56989423548401","32.90922113960165","36.206421167240855","28.198570091539906","39.202678789833755","33.66969907281766","28.10562172266628","30.84936454365367","32.293111954182145","35.30464295022323","32.11318727111113","31.712563940202763","30.40118365976392","34.240045790313594","35.37960786342068","36.48844516683512","27.890079715567758","25.868610630836347","28.315223115114456","31.316597340972677","34.74372676155791","29.999659627674827","27.611991873323316","27.617080781267425","30.836500513791947","29.34647620580117","30.61657953719428","33.2612462523183","31.75934104856115","50.26530861403141","48.81790146264137","48.45675642062505","40.290691464127434","37.935908597671414","35.45018161555362","36.161137090493604","37.88747048154336","38.06626199975057","32.04489415080917","36.32364166500073","37.92931320393187","31.99453031719633","36.21465798283268","36.71904860849574","37.54676735947257","35.18740034981932","32.62846062919361","35.94460562233283","37.59471385213252","32.80352143125958","40.00805538471698","36.21893174727424","26.340544390294014","29.18748562414004","35.193511111002216","38.51881150330852","33.608485364364924","35.40240414610174","31.07504195073833","36.37699830905892","29.8560523278279","33.53329061626372","51.440103729147154","53.71716557190256","55.37141019088902","44.11389793385776","45.75308781376388","40.35996401346769","39.0970926658579","35.503805790212574","38.8421908703787","36.691113460531774","36.20904418260958","35.313831992664994","39.032104325312616","32.69183015919422","35.13437194843316","34.244910780867","32.39070015958173","33.94193923937319","35.362720128609205","37.74874816833028","36.07396357524545","35.054720311908035","36.43132950666938","36.61011816991635","31.227818897942402","38.28339775603836","31.523187164482458","41.04524494780553","33.766936082403575","34.272220528037096","40.89732844403436","33.31802631003053","32.16978660714931"
,"45.624378225098006","46.611643589560295","46.10372128401251","34.55306389197577","43.28609527974772","33.11871819641863","36.22446392066835","34.575398126358316","38.15558764981814","28.58293286468892","28.176505349621454","38.95097174906298","33.806773566402455","39.16846315385021","35.49753829385182","32.22500375065958","34.11805581547624","29.11541851027199","33.328725675428615","30.647807224186682","28.612081652073957","34.5240038151545","27.514972920761487","24.182798698242685","37.67677631647996","40.44697291465534","35.45968903160589","31.738562690077618","26.985551551865658","32.14392868887333","32.38809022238392","31.54291638122293","24.258945138918204","46.35635345000645","50.87204640222708","44.56603379375117","34.42164659949679","35.18307791744492","33.238393985726994","35.19830465859875","28.530176254998487","36.40647836336876","34.164571155342884","28.362494249431897","31.342228989597835","32.65257003537778","35.04258494365013","31.569380799784902","31.235661163048963","30.459717521111894","34.6180381901852","35.55557176850084","36.57323317065467","27.93755722148004","25.651283417201167","27.685896967913123","31.755901468188995","35.07444736618431","30.418512802138746","27.018184010100423","28.003052995617995","31.1101574808597","29.59487574279991","30.45524372394415","32.628004546531784","32.240314911154854","51.52245662247554","48.55182891034659","49.63035609295305","41.208899192733085","37.77109505909098","36.06650969399831","36.42827028713964","37.31383454071987","36.769735627583934","32.07904143460229","36.448040932577705","38.08306268795762","32.376829866252464","35.87741737262628","37.189554041232746","37.6990377515898","35.58546823785005","32.87501731906847","36.44278690309557","36.672074864365484","33.341057773147085","40.29955102928297","36.663534491155666","26.480024394974823","29.016210471674302","35.42577329411248","38.34961014579577","32.8675437621408","34.71244666342149","31.180381076958597","36.53353609222545","29.987477792647493","32.772345613601146","52.55270816645966","55.098125983353164","55.43636938426134","43.13106409394422","45.969359783328606","41.057563969943935","39.089725671526594","34.90725614574993","39.36899587019874","35.7928721941211","36.64084616934205","35.094248425091884","39.23239368036743","33.07523152863135","35.38867241093037","34.66214983577614","32.44474516059601","33.79482009340157","35.65987475606875","37.87151924558962","35.762202449969784","35.62344352599494","36.74354307037441","36.85517828606448","31.525463660522266","38.40010732848441","31.62126614725229","40.993910770137184","33.85067504866381","34.64497366933378","39.41087290204215","32.83126823257959","32.271687568103935"
